path,split
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195e249-357f-11eb-acce-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19609b9-357f-11eb-ab37-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195942f-357f-11eb-93a5-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1967e72-357f-11eb-bac8-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19593e2-357f-11eb-a6ac-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1980557-357f-11eb-9c85-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19545c6-357f-11eb-8fa3-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196300c-357f-11eb-9960-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1965745-357f-11eb-aeae-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19593ec-357f-11eb-8adf-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a197de14-357f-11eb-ba4d-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1951eb2-357f-11eb-88a6-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1951f10-357f-11eb-87e9-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196306a-357f-11eb-91a9-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195e255-357f-11eb-aed1-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195459f-357f-11eb-8313-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195e26e-357f-11eb-a442-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19768cd-357f-11eb-9458-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1951eb5-357f-11eb-98dd-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1951ede-357f-11eb-9766-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1965771-357f-11eb-821a-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1960998-357f-11eb-9566-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1967e41-357f-11eb-b7a5-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196576b-357f-11eb-b10e-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1956cf6-357f-11eb-a19e-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195e207-357f-11eb-8fb6-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1959422-357f-11eb-b8d5-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19768be-357f-11eb-9ddd-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1965797-357f-11eb-bdba-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196095b-357f-11eb-8039-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1967e70-357f-11eb-a1fe-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196095a-357f-11eb-bf18-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19593e1-357f-11eb-ad0e-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196f396-357f-11eb-92a6-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19545f8-357f-11eb-be6f-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1967e83-357f-11eb-81f1-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19657c4-357f-11eb-93f3-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19657c7-357f-11eb-8073-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196578a-357f-11eb-bcaa-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1967e51-357f-11eb-936f-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19609c7-357f-11eb-be55-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196f39a-357f-11eb-adb3-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196a593-357f-11eb-9015-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19545b1-357f-11eb-a00c-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1980548-357f-11eb-9500-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1956cac-357f-11eb-aee6-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19593bf-357f-11eb-96fe-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19593ce-357f-11eb-b8ef-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19609bb-357f-11eb-a131-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195e1f5-357f-11eb-815e-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1967e5a-357f-11eb-95d9-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1956d15-357f-11eb-af96-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195bb11-357f-11eb-b4f1-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1951e95-357f-11eb-bfa9-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19656fb-357f-11eb-885d-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19545fc-357f-11eb-babc-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1956cf3-357f-11eb-b68f-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19593c2-357f-11eb-b9c0-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1963071-357f-11eb-a209-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19545ae-357f-11eb-8960-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195e256-357f-11eb-87f2-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195e214-357f-11eb-b09c-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195baf5-357f-11eb-9e7a-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19593fd-357f-11eb-98f7-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196a557-357f-11eb-b142-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1960967-357f-11eb-836b-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196a5a4-357f-11eb-8c79-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1951ec6-357f-11eb-8633-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1960962-357f-11eb-a72f-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19805ac-357f-11eb-a8ce-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1963064-357f-11eb-bc18-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196091a-357f-11eb-ad55-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195bae0-357f-11eb-b35c-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195e1df-357f-11eb-a578-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195bb52-357f-11eb-93f8-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1963020-357f-11eb-b911-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196a54c-357f-11eb-b284-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1978f87-357f-11eb-a068-001a7dda7111.jpg,train
